1400079201,-68,-61,-87
1400079201,-68,-61,-86
1400079201,-66,-61,-86
1400079202,-66,-64,-86
1400079202,-66,-64,-88
1400079202,-67,-64,-88
1400079203,-67,-62,-88
1400079203,-67,-62,-90
1400079203,-67,-62,-90
1400079204,-67,-59,-90
1400079204,-67,-59,-89
1400079204,-68,-59,-89
1400079205,-68,-64,-89
1400079205,-68,-64,-88
1400079205,-65,-64,-88
1400079206,-65,-68,-88
1400079206,-65,-68,-86
1400079206,-59,-68,-86
1400079207,-59,-70,-86
1400079207,-59,-70,-86
1400079207,-58,-70,-86
1400079208,-58,-72,-86
1400079208,-58,-72,-86
1400079208,-57,-72,-86
1400079209,-57,-72,-86
1400079209,-57,-72,-87
1400079209,-59,-72,-87
1400079210,-59,-65,-87
1400079210,-59,-65,-88
1400079210,-63,-65,-88
1400079211,-63,-63,-88
1400079211,-63,-63,-88
1400079211,-67,-63,-88
1400079212,-67,-68,-88
1400079212,-67,-68,-89
1400079212,-67,-68,-89
1400079213,-67,-69,-89
1400079213,-67,-69,-87
1400079213,-61,-69,-87
1400079214,-61,-69,-87
1400079214,-61,-69,-86
1400079214,-61,-69,-86
1400079215,-61,-69,-86
1400079215,-61,-69,-85
1400079215,-62,-69,-85
1400079216,-62,-67,-85
1400079216,-62,-67,-88
1400079216,-66,-67,-88
1400079217,-66,-69,-88
1400079217,-66,-69,-86
1400079217,-63,-69,-86
1400079218,-63,-74,-86
1400079218,-63,-74,-84
1400079218,-56,-74,-84
1400079219,-56,-74,-84
1400079219,-56,-74,-86
1400079219,-58,-74,-86
1400079220,-58,-75,-86
1400079220,-58,-75,-86
1400079220,-60,-75,-86
1400079221,-60,-76,-86
1400079221,-60,-76,-86
1400079221,-60,-76,-86
1400079222,-60,0,-86
1400079222,-60,0,0
1400079222,0,0,0
1400079223,0,0,0
1400079223,0,0,0
1400079223,0,0,0
1400079224,0,0,0
1400079224,0,0,0
1400079224,0,0,0
1400079225,0,0,0
1400079225,0,0,0
1400079225,0,0,0
1400079259,-62,-72,-88
1400079259,-62,-72,-87
1400079259,-62,-72,-87
1400079260,-62,-75,-87
1400079260,-62,-75,-87
1400079260,-64,-75,-87
1400079261,-64,-73,-87
1400079261,-64,-73,-86
1400079261,-58,-73,-86
1400079262,-58,-74,-86
1400079262,-58,-74,-83
1400079262,-56,-74,-83
1400079263,-56,-74,-83
1400079263,-56,-74,-84
1400079263,-55,-74,-84
1400079264,-55,-74,-84
1400079264,-55,-74,-84
1400079264,-55,-74,-84
1400079265,-55,-74,-84
1400079265,-55,-74,-87
1400079265,-56,-74,-87
1400079266,-56,-72,-87
1400079266,-56,-72,-87
1400079266,-60,-72,-87
1400079267,-60,-68,-87
1400079267,-60,-68,-87
1400079267,-59,-68,-87
1400079268,-59,-68,-87
1400079268,-59,-68,-87
1400079268,-58,-68,-87
1400079269,-58,-67,-87
1400079269,-58,-67,-87
1400079269,-59,-67,-87
1400079270,-59,-73,-87
1400079270,-59,-73,-86
1400079270,-56,-73,-86
1400079271,-56,-76,-86
1400079271,-56,-76,-86
1400079271,-50,-76,-86
1400079272,-50,-74,-86
1400079272,-50,-74,-85
1400079272,-51,-74,-85
1400079273,-51,-74,-85
1400079273,-51,-74,-83
1400079273,-57,-74,-83
1400079274,-57,-76,-83
1400079274,-57,-76,-84
1400079274,-59,-76,-84
1400079275,-59,-79,-84
1400079275,-59,-79,-87
1400079275,-60,-79,-87
1400079277,-60,-77,-87
1400079277,-60,-77,-86
1400079277,-63,-77,-86
1400079277,-63,-74,-86
1400079277,-63,-74,-85
1400079277,-64,-74,-85
1400079278,-64,-69,-85
1400079278,-64,-69,-86
1400079278,-61,-69,-86
1400079279,-61,-67,-86
1400079279,-61,-67,-86
1400079279,-57,-67,-86
1400079280,-57,-70,-86
